月份,股票代號,股票名稱,最高價,最低價,加權(A/B)平均價,成交筆數,成交金額(A),成交股數(B),週轉率(%)
"11405","06568P","大立光凱基47售08","2.14","2.14","2.14","1","42800","20000","1.00"
"11405","065690","富鼎凱基47購01","0.19","0.10","0.16","9","118900","737000","147.40"
"11405","065691","泰金寶凱基4B購01","0.19","0.10","0.14","56","493800","3297000","38.78"
"11405","065692","鈺齊凱基47購01","0.46","0.12","0.17","18","296830","1674000","83.70"
"11405","065693","世紀鋼凱基47購05","1.35","0.88","1.20","21","627330","522000","104.40"
"11405","065694","所羅門台新47購01","0.68","0.31","0.43","17","151350","344000","68.80"
"11405","065696","台塑元大4B購02","2.44","1.88","2.26","30","1380380","610000","12.20"
"11405","065697","台塑元大4C購03","2.69","2.14","2.52","41","1695980","672000","25.84"
"11405","065699","台塑元大51購02","1.97","1.65","1.73","9","232030","134000","5.36"
"11405","06569P","滬深2X元富47售03","1.72","1.27","1.40","6","9820","7000","0.14"
"11405","065700","台化元大47購02","0.81","0.23","0.70","6","127270","180000","7.20"
"11405","065701","長榮鋼元大47購01","0.06","0.06","0.06","3","18000","300000","6.00"
"11405","065703","長榮鋼元大47購03","0.22","0.22","0.22","1","220","1000","0.02"
"11405","065708","廣宇元大49購01","0.84","0.65","0.72","9","43320","60000","1.20"
"11405","065709","廣宇元大51購01","0.43","0.43","0.43","1","1290","3000","0.06"
"11405","06570P","SGBR2X元富47售04","3.33","2.61","2.85","8","22850","8000","0.53"
"11405","065715","所羅門元大48購01","0.35","0.26","0.29","10","221240","740000","28.46"
"11405","065716","所羅門元大49購01","0.15","0.14","0.14","3","29800","200000","7.14"
"11405","065717","所羅門元大4A購01","0.33","0.18","0.25","15","118770","469000","18.76"
"11405","065719","所羅門元大4B購01","0.30","0.28","0.29","4","93380","322000","11.10"
"11405","06571P","世芯元富47售10","2.43","0.32","0.82","31","979850","1190000","39.66"
"11405","065720","所羅門元大51購01","0.47","0.28","0.32","24","396830","1205000","43.03"
"11405","065721","昆盈元大47購02","0.10","0.06","0.08","2","8000","100000","2.00"
"11405","065722","金像電元大4A購01","5.30","2.13","3.86","87","2383240","617000","12.34"
"11405","065723","台光電元大47購02","0.77","0.25","0.38","8","80940","210000","4.20"
"11405","065724","凌陽元大47購01","0.06","0.04","0.05","2","20000","400000","8.00"
"11405","065725","輔信元大47購01","0.09","0.06","0.07","2","1050","15000","0.51"
"11405","065726","南亞科元大47購01","8.20","2.70","5.23","44","2106400","402000","8.04"
"11405","065728","圓剛元大47購01","0.13","0.11","0.12","6","8630","71000","2.36"
"11405","065729","陽明元大47購12","0.52","0.39","0.42","9","293020","690000","13.80"
"11405","06572P","臺股指元富47售04","3.16","3.05","3.12","3","109420","35000","2.33"
"11405","065731","京城銀元大47購01","0.33","0.33","0.33","3","167640","508000","10.16"
"11405","065732","偉訓元大4B購01","0.24","0.09","0.14","3","4200","30000","0.60"
"11405","065733","聯詠元大47購02","0.11","0.06","0.09","7","44530","475000","18.26"
"11405","065734","智原元大47購06","0.02","0.01","0.01","7","13000","1250000","62.50"
"11405","065736","日電貿元大47購01","0.44","0.15","0.18","38","959220","5306000","106.12"
"11405","065738","揚明光元大47購01","0.04","0.02","0.02","2","1080","52000","1.67"
"11405","06573P","臺股指元富47售05","4.37","2.02","3.71","20","1398010","376000","25.06"
"11405","065746","世芯元大47購15","1.11","0.74","0.79","16","881690","1106000","22.12"
"11405","06574P","臺股指元富47售06","4.96","2.50","2.87","9","218130","76000","1.07"
"11405","065750","海華元大47購01","0.10","0.03","0.05","42","121630","2073000","62.81"
"11405","065751","海華元大47購02","0.15","0.11","0.11","11","3820","32000","1.14"
"11405","065755","海華元大47購03","0.23","0.09","0.14","33","212640","1440000","45.00"
"11405","065757","神達元大4A購03","0.39","0.17","0.35","32","984110","2782000","103.03"
"11405","065759","材料元大47購08","0.08","0.04","0.06","10","25820","395000","7.90"
"11405","06575P","臺股指元富47售07","3.12","1.02","1.14","16","419080","367000","11.12"
"11405","065761","jpp元大47購01","0.13","0.04","0.07","13","60700","820000","24.11"
"11405","065765","聯茂元大47購05","0.43","0.36","0.39","4","19750","50000","1.00"
"11405","06576P","上銀元大47售03","3.50","1.29","1.64","58","3793300","2301000","46.02"
"11405","065771","雲豹元大47購01","0.38","0.06","0.17","296","1978260","11335000","151.13"
"11405","065772","泓德元大47購01","0.51","0.23","0.34","58","800950","2304000","88.61"
"11405","065775","鈺齊元大47購01","0.04","0.04","0.04","1","1800","45000","1.73"
"11405","065776","百和元大47購02","0.04","0.03","0.03","2","1400","40000","1.60"
"11405","065779","台積電富邦49購03","0.58","0.42","0.50","16","201810","396000","1.98"
"11405","06577P","台積電元大47售20","0.12","0.01","0.05","535","1718040","31312000","104.37"
"11405","065781","台積電富邦4B購01","0.52","0.40","0.43","9","491510","1143000","5.71"
"11405","065785","台積電富邦4C購02","0.50","0.34","0.43","39","70230","162000","0.81"
"11405","065788","台積電富邦51購01","0.46","0.37","0.44","7","323810","721000","3.60"
"11405","06578P","台積電元大47售21","0.56","0.08","0.35","173","4169720","11779000","147.23"
"11405","065790","所羅門富邦4A購01","0.36","0.25","0.29","11","124770","416000","5.94"
"11405","065791","台光電富邦48購02","1.10","0.57","0.98","17","199800","203000","2.90"
"11405","065792","美食富邦49購01","0.60","0.44","0.52","27","403350","770000","11.00"
"11405","065793","緯穎富邦4A購02","0.38","0.29","0.31","10","124120","392000","5.60"
"11405","065794","A50正2國泰48購01","0.77","0.49","0.55","32","1065900","1931000","86.20"
"11405","065797","聯發科國泰4C購02","1.60","1.01","1.13","13","56810","50000","1.41"
"11405","065799","晟銘電國泰48購01","0.29","0.21","0.25","15","61050","243000","9.38"
"11405","06579P","旺宏元大47售03","0.46","0.12","0.26","39","1209320","4515000","167.22"
"11405","065800","啟碁國泰48購01","0.81","0.58","0.70","4","123990","176000","11.65"
"11405","065801","泰金寶國泰48購01","0.25","0.09","0.19","32","117720","617000","38.56"
"11405","065802","泰金寶國泰48購02","0.19","0.07","0.13","25","41120","294000","18.26"
"11405","065803","A50正2國票48購01","1.05","0.49","0.74","126","2117470","2832000","56.64"
"11405","065804","宏碁國票48購01","1.04","0.29","0.53","34","444570","824000","82.40"
"11405","065805","英業達國票49購01","0.73","0.65","0.69","3","6910","10000","0.66"
"11405","065806","致茂國票48購01","1.17","0.97","1.01","8","74870","74000","7.40"
"11405","065807","京城國票48購01","0.40","0.12","0.20","50","935310","4594000","229.70"
"11405","065808","萬海國票48購01","5.65","1.38","1.81","42","863680","476000","95.20"
"11405","065809","亞航國票49購01","1.54","0.39","1.08","147","4240080","3903000","260.20"
"11405","06580P","所羅門元大47售01","0.69","0.14","0.31","96","1677500","5318000","265.90"
"11405","065811","大立光國票48購01","0.04","0.02","0.03","2","4600","130000","8.66"
"11405","065812","信邦國票48購01","0.29","0.29","0.29","1","4930","17000","1.70"
"11405","065813","緯創國票48購02","1.45","1.15","1.25","40","427470","340000","34.00"
"11405","065815","敦泰國票48購01","0.51","0.37","0.42","4","2560","6000","0.60"
"11405","065817","緯穎國票49購01","0.61","0.37","0.47","30","1406020","2963000","148.15"
"11405","065818","泓德國票47購01","1.13","0.40","0.74","42","421620","567000","56.70"
"11405","065819","泓德國票48購01","0.79","0.50","0.62","27","201850","324000","21.60"
"11405","06581P","所羅門元大47售02","1.62","0.80","1.04","34","1171050","1117000","55.85"
"11405","065820","鈺齊國票47購01","0.10","0.05","0.05","2","3600","71000","3.55"
"11405","065821","南亞統一51購01","0.58","0.29","0.44","22","313030","699000","13.98"
"11405","065822","台化統一51購01","0.81","0.61","0.72","63","2168890","3002000","60.04"
"11405","065823","中興電統一51購01","0.41","0.29","0.34","16","202820","592000","11.84"
"11405","065825","上銀統一53購01","0.31","0.18","0.22","32","84100","375000","7.50"
"11405","065826","國巨統一51購03","0.29","0.24","0.27","15","179160","662000","13.24"
"11405","065828","宏碁統一51購01","0.25","0.22","0.23","5","26300","110000","2.20"
"11405","065829","所羅門統一51購01","0.42","0.25","0.32","41","313380","952000","19.04"
"11405","06582P","南電元大47售01","1.18","0.55","0.91","65","479500","524000","20.96"
"11405","065831","瑞昱統一51購01","0.38","0.29","0.34","76","725110","2130000","42.60"
"11405","065832","台光電統一54購01","1.09","0.64","0.88","340","4477180","5063000","101.26"
"11405","065833","全新統一51購02","0.15","0.10","0.11","16","124220","1102000","22.04"
"11405","065834","長榮航統一53購01","0.41","0.32","0.37","14","165520","444000","8.88"
"11405","065835","聯詠統一51購01","0.65","0.54","0.59","46","242700","410000","16.40"
"11405","065836","健鼎統一4C購01","0.63","0.51","0.57","32","793720","1373000","27.46"
"11405","065837","玉晶光統一51購03","0.15","0.15","0.15","1","1500","10000","0.20"
"11405","065840","精成科統一51購01","1.38","0.57","1.03","159","3916420","3776000","75.52"
"11405","065841","精成科統一51購02","1.38","0.43","1.04","120","3126080","2983000","59.66"
"11405","065842","精成科統一51購03","1.12","0.44","0.79","136","2257490","2850000","57.00"
"11405","065843","同欣電統一51購02","0.28","0.22","0.24","20","106820","444000","8.88"
"11405","065844","泓德統一51購02","0.73","0.53","0.64","14","189660","294000","5.88"
"11405","065845","泓德統一55購01","1.01","0.71","0.87","116","2156730","2473000","49.46"
"11405","065846","南電統一51購02","0.28","0.24","0.26","5","7620","29000","0.58"
"11405","065847","勤誠統一51購02","0.73","0.38","0.64","34","803740","1242000","24.84"
"11405","065848","世紀鋼統一55購03","0.85","0.75","0.79","37","556440","698000","13.96"
"11405","065849","宏碁中信47購01","0.01","0.01","0.01","1","400","40000","0.80"
"11405","06584P","A50正2元富47售01","0.72","0.48","0.60","60","341820","566000","11.32"
"11405","065851","中租中信48購01","1.03","0.63","0.80","122","2316950","2869000","57.38"
"11405","065852","泓德中信47購01","0.74","0.29","0.57","8","31740","55000","1.10"
"11405","065853","T50反1永豐4B購01","1.78","1.08","1.36","8","374750","275000","11.45"
"11405","065855","上銀永豐4B購01","0.45","0.25","0.39","13","87790","224000","7.46"
"11405","065856","上銀永豐51購01","1.31","0.59","0.97","56","460470","471000","9.42"
"11405","065857","中華永豐48購01","0.30","0.15","0.18","6","29240","156000","25.08"
"11405","065858","台積電永豐47購14","0.37","0.37","0.37","1","7400","20000","1.25"
"11405","065859","台積電永豐47購15","0.19","0.10","0.12","27","227430","1846000","52.74"
"11405","065861","台積電永豐47購16","0.58","0.32","0.40","8","53690","134000","8.37"
"11405","065862","華碩永豐48購01","0.24","0.18","0.18","3","31240","171000","34.20"
"11405","065863","所羅門永豐48購02","0.88","0.42","0.58","35","449400","769000","25.63"
"11405","065864","所羅門永豐4C購01","1.34","0.77","0.99","70","1124390","1125000","37.50"
"11405","065865","陽明永豐51購02","2.82","1.55","2.38","22","982050","412000","11.77"
"11405","065866","萬海永豐49購01","3.88","1.18","2.44","67","5987180","2451000","116.71"
"11405","065867","富邦金永豐48購01","0.32","0.21","0.23","4","69600","300000","7.51"
"11405","065868","晟銘電永豐4A購01","0.42","0.32","0.36","17","167450","460000","16.72"
"11405","065869","亞翔永豐48購02","1.17","0.93","0.98","6","138550","140000","3.22"
"11405","06586P","京元電元富47售02","2.47","0.61","1.36","22","72130","53000","3.53"
"11405","065870","精成科永豐47購01","3.16","0.31","1.11","205","6634360","5937000","329.83"
"11405","065871","訊芯永豐51購02","0.22","0.15","0.19","4","9850","50000","1.25"
"11405","065872","緯穎永豐47購08","0.26","0.13","0.20","11","47060","229000","4.58"
"11405","065874","精成科台新47購02","4.97","0.41","3.10","33","2631260","847000","28.23"
"11405","065875","華城第一47購02","0.37","0.20","0.25","11","88910","346000","6.92"
"11405","065876","亞德客第一47購02","1.76","1.72","1.74","5","54140","31000","0.62"
"11405","065877","上証2X凱基47購03","0.20","0.13","0.16","3","8200","50000","1.00"
"11405","065878","滬深2X凱基47購04","0.09","0.02","0.03","15","115580","3591000","71.82"
"11405","06587P","直得凱基47售03","1.93","1.05","1.31","110","1686150","1284000","64.20"
"11405","065882","道瓊銀凱基4B購01","0.98","0.84","0.87","63","2330750","2662000","53.24"
"11405","065883","道瓊銅凱基4C購01","1.08","1.00","1.04","2","10400","10000","0.20"
"11405","065884","統一凱基47購01","0.72","0.42","0.52","19","30770","59000","2.80"
"11405","065885","三芳凱基47購01","0.83","0.57","0.79","16","344510","431000","86.20"
"11405","065886","台化凱基47購02","0.96","0.57","0.79","25","272920","345000","17.25"
"11405","065887","和大凱基4A購01","1.00","0.52","0.86","31","389530","451000","22.55"
"11405","065889","上銀凱基4C購01","0.86","0.64","0.74","9","22300","30000","1.50"
"11405","06588P","台積電凱基47售22","1.33","1.33","1.33","1","2660","2000","0.40"
"11405","065890","中華凱基4C購01","1.31","0.82","1.22","25","534130","436000","21.80"
"11405","065891","長榮鋼凱基47購02","0.11","0.10","0.10","2","420","4000","0.20"
"11405","065894","鴻海凱基48購03","0.23","0.14","0.18","11","1980","11000","0.57"
"11405","065896","台積電凱基49購10","0.20","0.20","0.20","1","11000","55000","11.00"
"11405","065897","智邦凱基48購05","0.47","0.17","0.27","8","127980","458000","21.80"
"11405","065898","台光電凱基49購02","2.49","1.55","2.22","35","848210","381000","18.14"
"11405","065899","長榮航凱基47購03","0.35","0.30","0.32","4","19500","60000","3.00"
"11405","06589P","瑞昱凱基47售03","1.37","0.53","1.04","40","655300","630000","28.63"
"11405","065900","漢翔凱基47購01","0.54","0.23","0.31","5","15960","51000","10.20"
"11405","065901","美食凱基48購01","0.23","0.18","0.18","3","12280","66000","3.00"
"11405","065902","京城銀凱基47購01","0.96","0.76","0.88","19","179630","204000","10.20"
"11405","065903","欣興凱基48購02","0.22","0.21","0.21","3","870","4000","0.20"
"11405","065905","材料凱基47購06","0.38","0.34","0.36","3","7300","20000","4.00"
"11405","065906","矽力凱基47購02","2.04","1.30","1.52","27","358900","236000","11.80"
"11405","065907","愛普凱基47購05","0.46","0.46","0.46","1","15180","33000","1.57"
"11405","065908","裕慶凱基47購01","0.08","0.08","0.08","1","80","1000","0.10"
"11405","06590P","健策凱基47售03","2.74","0.86","1.56","10","202140","129000","6.45"
"11405","065910","滬深2X元富47購02","0.87","0.67","0.81","16","1303560","1606000","32.12"
"11405","065911","SGBR2X元富47購03","0.35","0.33","0.34","2","6900","20000","0.95"
"11405","065912","科妍元富51購01","1.00","0.71","0.80","120","3670410","4587000","152.90"
"11405","065913","鴻海元富47購04","0.14","0.14","0.14","2","3360","24000","1.14"
"11405","065915","台積電元富47購17","7.30","4.02","5.26","188","8569240","1627000","325.40"
"11405","065916","華碩元富47購02","0.94","0.58","0.77","11","128080","166000","7.90"
"11405","065917","漢唐元富47購02","1.42","0.88","1.20","6","65060","54000","2.57"
"11405","065918","漢唐元富47購03","16.10","4.45","13.32","28","2984600","224000","44.80"
"11405","065919","漢唐元富51購01","4.20","1.91","3.40","15","320290","94000","6.71"
"11405","06591P","泰金寶凱基47售01","0.85","0.73","0.82","5","123950","151000","7.19"
"11405","065920","聯發科元富47購10","1.23","0.93","0.96","3","32700","34000","1.61"
"11405","065921","聯發科元富47購11","1.04","1.02","1.02","2","143600","140000","5.83"
"11405","065922","全新元富51購01","0.38","0.26","0.31","7","126160","404000","10.10"
"11405","065924","陽明元富47購02","2.44","1.14","2.03","8","156820","77000","3.66"
"11405","065925","萬海元富47購01","5.35","1.38","2.90","75","4645150","1597000","76.04"
"11405","065926","長榮航元富47購02","1.51","0.57","1.15","58","963250","836000","36.34"
"11405","065927","奇鋐元富4A購07","1.79","0.82","1.25","47","445300","354000","15.39"
"11405","065928","欣興元富51購01","0.36","0.16","0.27","49","663240","2376000","54.00"
"11405","065929","京鼎元富47購01","0.48","0.48","0.48","1","48000","100000","4.34"
"11405","06592P","臺股指凱基47售06","4.45","2.24","2.53","136","2582460","1018000","20.36"
"11405","065930","揚明光元富51購01","0.85","0.50","0.71","54","2184700","3062000","102.06"
"11405","065931","世芯元富47購09","1.30","0.22","0.79","526","10848940","13669000","170.86"
"11405","065932","世芯元富51購02","0.85","0.49","0.66","3","10570","16000","0.32"
"11405","065933","貿聯元富47購01","0.91","0.62","0.66","8","442370","669000","31.85"
"11405","065934","貿聯元富51購01","1.62","1.01","1.30","193","6464170","4939000","141.11"
"11405","065935","神達元富47購02","0.16","0.09","0.11","3","8300","70000","2.91"
"11405","065936","神達元富47購03","0.63","0.43","0.52","4","46210","88000","4.19"
"11405","065937","臻鼎元富47購02","0.14","0.14","0.14","1","420","3000","0.12"
"11405","065938","天鈺元富47購01","0.94","0.87","0.91","3","24570","27000","1.28"
"11405","065939","訊芯元富51購01","0.39","0.20","0.29","11","208550","710000","14.20"
"11405","06593P","臺股指凱基47售07","3.42","1.24","1.59","211","5625050","3535000","70.70"
"11405","065940","伊雲谷元富51購01","0.30","0.23","0.27","17","124650","453000","15.10"
"11405","065945","臺股指元富47購03","0.44","0.43","0.43","2","26100","60000","1.50"
"11405","065946","臺股指元富56購01","0.35","0.24","0.29","38","139140","478000","9.56"
"11405","065947","香港2X元大49購01","2.09","1.82","1.98","11","377990","190000","3.80"
"11405","065948","台化元大47購03","0.09","0.09","0.09","1","630","7000","0.23"
"11405","065949","亞德客元大47購01","1.10","0.71","0.91","32","684790","750000","15.00"
"11405","065950","華新元大47購02","0.56","0.32","0.51","29","521590","1022000","39.30"
"11405","065951","上銀元大47購02","0.13","0.13","0.13","1","130","1000","0.03"
"11405","065959","華邦電元大47購01","1.65","0.70","1.14","74","2158640","1888000","67.42"
"11405","065966","盟立元大47購02","0.23","0.19","0.21","15","29680","138000","2.76"
"11405","065968","盟立元大47購04","0.06","0.05","0.05","2","1100","20000","0.40"
"11405","065969","一詮元大48購03","0.17","0.13","0.14","8","212510","1463000","29.26"
"11405","06596P","台灣50群益47售06","5.85","5.30","5.51","3","386000","70000","3.50"
"11405","065970","一詮元大51購01","0.26","0.17","0.23","21","44220","191000","3.82"
"11405","065971","陽明元大4A購04","2.43","1.24","2.02","156","8638230","4267000","85.34"
"11405","065972","亞航元大47購01","1.06","0.08","0.59","250","3774310","6364000","235.70"
"11405","065973","信邦元大47購01","0.12","0.12","0.12","1","3600","30000","1.20"
"11405","065976","智原元大47購09","0.02","0.02","0.02","3","20780","1039000","20.78"
"11405","065978","群創元大4A購01","0.90","0.57","0.82","19","1078250","1310000","52.40"
"11405","065979","世芯元大47購18","0.92","0.24","0.77","27","1036410","1332000","26.64"
"11405","065980","世芯元大47購19","0.21","0.07","0.14","84","3223150","21689000","433.78"
"11405","065981","神達元大4A購04","1.08","0.42","0.77","168","3212450","4137000","142.65"
"11405","065982","時碩元大47購01","0.04","0.04","0.04","1","200","5000","0.10"
"11405","065983","時碩元大47購02","0.14","0.01","0.08","55","375470","4554000","91.08"
"11405","065984","聯茂元大47購06","1.43","0.60","1.01","27","338660","335000","6.70"
"11405","065985","矽力元大47購02","2.09","1.06","1.79","67","2126460","1182000","42.21"
"11405","065986","矽力元大48購02","2.06","1.10","1.91","22","356850","186000","3.72"
"11405","065987","力積電元大47購02","0.71","0.38","0.51","12","311860","600000","12.00"
"11405","065988","泰金寶元大4A購01","0.11","0.06","0.08","17","196180","2327000","46.54"
"11405","065989","SGBR2X群益51購01","0.40","0.10","0.20","31","72060","344000","7.30"
"11405","06598P","健策群益4B售01","1.76","1.30","1.47","7","20610","14000","0.52"
"11405","065990","台塑群益47購01","1.53","1.38","1.45","3","46560","32000","1.28"
"11405","065992","上銀群益47購01","0.05","0.04","0.04","2","27450","610000","27.40"
"11405","065993","川湖群益48購03","1.93","1.80","1.86","8","483900","260000","52.00"
"11405","065996","為升群益47購01","0.08","0.08","0.08","1","400","5000","0.13"
"11405","065999","鴻海群益47購15","0.27","0.11","0.22","23","970050","4248000","199.53"
"11405","06599P","南亞國票48售01","0.59","0.56","0.57","3","235140","408000","27.20"
"11405","066001","國巨群益4B購01","0.19","0.14","0.18","2","58210","309000","15.45"
"11405","066002","廣宇群益47購02","1.10","0.65","1.07","6","221440","206000","28.49"
"11405","066004","台積電群益47購29","0.46","0.42","0.43","4","26000","60000","2.40"
"11405","066006","台積電群益47購30","0.08","0.08","0.08","1","4000","50000","2.00"
"11405","06600P","直得國票48售02","1.98","0.68","1.45","85","7396170","5068000","506.80"
"11405","066010","所羅門群益48購01","0.26","0.12","0.18","6","11250","61000","1.77"
"11405","066011","所羅門群益49購02","1.14","0.51","0.85","73","2789330","3281000","161.30"
"11405","066012","矽統群益49購01","0.07","0.04","0.05","3","22120","402000","16.06"
"11405","066021","金像電群益47購09","0.26","0.26","0.26","1","1040","4000","0.15"
"11405","066023","微星群益47購01","0.10","0.10","0.10","1","4000","40000","1.91"
"11405","066024","漢唐群益47購01","1.01","0.18","0.35","7","60310","172000","6.88"
"11405","066025","圓剛群益47購01","0.24","0.11","0.17","11","419260","2408000","91.52"
"11405","066026","聯發科群益47購10","0.86","0.40","0.69","25","212680","304000","15.12"
"11405","066028","陽明群益47購03","3.66","1.11","2.43","410","6736550","2762000","136.59"
"11405","066029","凱基金群益47購01","0.73","0.33","0.52","62","350040","670000","34.80"
"11405","066033","晟銘電群益47購03","0.10","0.09","0.09","2","9500","100000","10.00"
"11405","066034","奇鋐群益47購01","0.54","0.25","0.48","21","1504670","3075000","120.58"
"11405","066036","智原群益48購01","0.05","0.05","0.05","1","2000","40000","2.00"
"11405","066038","玉晶光群益47購04","0.10","0.03","0.06","18","68450","1085000","53.63"
"11405","066039","群創群益47購02","0.51","0.10","0.26","63","1444240","5448000","206.83"
"11405","06603P","精成科國票47售02","0.87","0.09","0.18","134","427550","2300000","40.35"
"11405","066040","敦泰群益47購02","0.17","0.10","0.11","6","8970","80000","3.11"
"11405","066042","神達群益47購06","0.65","0.23","0.43","24","624150","1428000","33.00"
"11405","066043","材料群益47購06","0.74","0.30","0.53","57","1694900","3156000","82.83"
"11405","066046","精成科群益51購01","4.83","1.17","2.63","85","1602680","609000","12.56"
"11405","066048","一詮國泰48購02","0.11","0.06","0.08","2","1870","22000","1.46"
"11405","066049","穎崴國泰48購01","1.61","0.55","0.91","265","7797670","8511000","512.71"
"11405","06604P","精成科國票48售02","1.15","0.10","0.23","108","559830","2352000","235.20"
"11405","066050","健鼎兆豐49購01","0.95","0.58","0.73","82","1233820","1678000","33.56"
"11405","066051","洋基兆豐49購01","0.57","0.46","0.51","2","10300","20000","0.40"
"11405","066052","直得元富49購02","0.16","0.09","0.13","9","125900","914000","18.28"
"11405","066053","直得元富51購01","0.46","0.28","0.38","58","223630","581000","11.62"
"11405","066054","鴻海元富51購03","0.74","0.47","0.62","9","294880","474000","16.92"
"11405","066055","鴻準元富47購01","0.22","0.20","0.21","2","1260","6000","0.28"
"11405","066056","京元電元富47購01","0.36","0.18","0.26","3","17400","66000","3.14"
"11405","066057","華晶科元富4A購01","1.48","0.84","1.29","53","788850","610000","33.88"
"11405","066058","華晶科元富51購01","1.75","1.14","1.57","59","719010","456000","18.61"
"11405","066059","群創元富47購02","0.84","0.71","0.75","21","106250","140000","6.66"
"11405","06605P","S&P正2元大48售01","1.27","1.27","1.27","2","7620","6000","1.20"
"11405","066060","健策元富47購01","0.18","0.10","0.16","10","15790","98000","3.76"
"11405","066061","健策元富47購02","5.10","0.90","2.46","36","888030","360000","30.00"
"11405","066063","材料元富4A購01","1.08","0.77","0.91","77","2166710","2370000","112.85"
"11405","066064","聯德元富47購01","0.01","0.01","0.01","1","600","60000","2.50"
"11405","066067","精成科元富47購01","2.05","0.32","1.16","37","538640","463000","20.13"
"11405","066068","精成科元富47購02","2.25","0.49","0.75","32","2638620","3496000","166.47"
"11405","066069","和椿元富47購01","0.70","0.24","0.55","74","1133690","2032000","75.25"
"11405","06606P","精成科元大47售05","1.06","0.05","0.14","43","104280","720000","14.40"
"11405","066070","和椿元富47購02","0.49","0.28","0.38","24","390510","1019000","42.45"
"11405","066071","和椿元富47購03","0.50","0.25","0.37","19","172160","456000","17.53"
"11405","066072","和椿元富47購04","0.72","0.17","0.49","91","916010","1848000","71.07"
"11405","066073","和椿元富47購05","0.52","0.26","0.40","21","179510","439000","18.29"
"11405","066075","菱光元富47購01","0.22","0.22","0.22","2","50600","230000","10.95"
"11405","066076","菱光元富4A購01","0.57","0.38","0.52","16","75120","144000","6.85"
"11405","066077","菱光元富51購01","0.81","0.49","0.74","127","2101380","2831000","70.77"
"11405","066078","直得第一47購01","1.58","1.45","1.51","2","3030","2000","0.20"
"11405","066079","遠雄第一47購01","0.37","0.32","0.34","2","22080","64000","1.28"
"11405","06607P","精成科元大47售06","1.50","0.06","0.12","192","1346370","10936000","218.72"
"11405","066080","和大富邦4B購01","0.52","0.30","0.39","100","1049960","2643000","37.75"
"11405","066082","台積電富邦49購04","0.25","0.18","0.20","8","20950","101000","0.50"
"11405","066083","台積電富邦4B購02","0.21","0.21","0.21","1","84000","400000","2.00"
"11405","066084","台積電富邦51購02","0.39","0.39","0.39","1","390","1000","0.00"
"11405","066085","台積電富邦51購03","0.30","0.24","0.24","8","143010","576000","2.88"
"11405","066086","欣興富邦4A購01","0.15","0.06","0.09","5","15220","158000","2.25"
"11405","066087","健策富邦49購01","0.30","0.11","0.27","40","416760","1516000","21.65"
"11405","066088","洋基富邦48購01","0.16","0.16","0.16","1","9600","60000","0.60"
"11405","066089","道瓊銀凱基48購01","0.93","0.40","0.53","48","404340","750000","15.00"
"11405","06608P","和椿元大47售06","0.70","0.17","0.51","217","4299150","8318000","166.36"
"11405","066091","遠東新凱基47購02","1.78","0.56","1.35","42","879920","649000","30.90"
"11405","066092","亞德客凱基47購01","0.63","0.33","0.58","3","15800","27000","1.28"
"11405","066095","川湖凱基47購04","2.29","1.34","1.68","53","4674810","2775000","138.75"
"11405","066096","鴻海凱基49購05","0.96","0.74","0.86","9","194460","226000","11.30"
"11405","066097","鴻海凱基5C購02","0.94","0.68","0.80","29","802100","1002000","47.71"
"11405","066098","國巨凱基47購03","0.48","0.37","0.43","11","190710","443000","21.09"
"11405","066099","台積電凱基48購09","0.04","0.04","0.04","1","9600","240000","48.00"
"11405","06609P","和椿元大47售07","0.87","0.29","0.44","74","2028880","4567000","91.34"
"11405","066100","友訊凱基47購01","0.06","0.06","0.06","1","11880","198000","9.42"
"11405","066102","所羅門凱基48購02","0.62","0.47","0.54","2","5450","10000","0.50"
"11405","066103","金像電凱基48購02","1.57","0.66","1.19","96","1649130","1378000","65.61"
"11405","066104","漢唐凱基48購01","1.38","0.68","1.06","41","732970","686000","34.30"
"11405","066105","聯發科凱基4C購05","0.78","0.73","0.76","5","55020","72000","3.60"
"11405","066107","信邦凱基47購01","0.08","0.06","0.07","2","2800","40000","8.00"
"11405","066109","華晶科凱基47購01","1.33","0.54","1.18","55","5506020","4636000","231.80"
"11405","06610P","聯發科永豐47售05","2.09","1.44","1.74","46","4346990","2494000","193.33"
"11405","066110","華晶科凱基48購01","1.79","0.74","1.35","84","1513660","1116000","53.14"
"11405","066111","緯創凱基47購05","0.70","0.52","0.59","9","314430","529000","25.19"
"11405","066112","健策凱基47購02","0.53","0.15","0.40","15","245550","599000","28.52"
"11405","066113","祥碩凱基48購02","0.43","0.30","0.36","5","2570","7000","0.46"
"11405","066114","精成科凱基49購01","3.00","0.50","1.88","154","4387050","2333000","116.65"
"11405","066115","精成科凱基49購02","2.45","0.45","1.79","101","1791170","997000","47.47"
"11405","066117","洋基凱基49購01","0.71","0.35","0.51","52","1033120","1999000","99.95"
"11405","066119","台塑統一51購03","0.70","0.58","0.62","11","210450","338000","6.76"
"11405","06611P","台灣50富邦49售07","1.93","1.93","1.93","1","9650","5000","0.05"
"11405","066120","南亞統一51購02","0.79","0.67","0.74","50","1637680","2188000","43.76"
"11405","066121","台化統一51購02","0.59","0.35","0.47","8","100590","211000","4.22"
"11405","066123","和大統一51購01","0.40","0.28","0.33","58","889830","2690000","53.80"
